id,text_description
284957,товары товары строительные жалюзи шторы рулонные
284959,товары товары спортивные специальная экипировка для велоспорта
284965,товары товары строительные кабели электрические строительные
284967,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильники нестационарные
284974,товары товары хозяйственные техника бытовая ковры коврики ковровые покрытия дорожки кроме текстильных тканых
284986,товары товары спортивные оборудование и инвентарь для волейбола
284988,вещества химические и продукты химические продукты химические прочие не включенные в другие группировки реагенты сложные диагностические или лабораторные прочие не включенные в другие группировки
284989,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение электронные компоненты и комплектующие информационно-технологического оборудования
284999,товары товары строительные кабели электрические строительные
285005,товары мебель общего назначения столы кресла
285014,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение микрофоны компьютерные видеокамеры системы акустические
285021,товары товары хозяйственные техника бытовая расходные материалы комплектующие запасные части для оборудования бытового прочего
285022,товары товары строительные металлопрокат из черных металлов кроме рельсов
285028,товары изделия канцелярские бумага и бумажные изделия папки картонные брошюраторы кроме брошюраторов полиграфических
285033,оборудование электрическое приборы бытовые электрические приборы отопительные электрические
285035,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильник светодиодный внутреннего освещения светильник с лампами накаливания внутреннего освещения фонари уличные
285048,товары товары хозяйственные техника бытовая ковры коврики ковровые покрытия дорожки кроме текстильных тканых
285058,товары товары хозяйственные техника бытовая перчатки хозяйственные резиновые средства дезинфицирующие хозяйственные
285071,товары товары строительные кабели электрические строительные кабели электрические строительные
285079,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора пластмассовые
285084,товары системы охраны наблюдения обеспечения безопасности средства технические организации дорожного движения кроме светофоров
285107,товары товары строительные краски
285108,товары товары хозяйственные техника бытовая инвентарь уборочный пластмассовый инвентарь садовый пластмассовый салфетки насадки для уборки
285112,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
285118,товары цветы растения товары для озеленения изделия декоративные для цветов и растений оборудование и инвентарь для ухода за растениями
285132,товары товары хозяйственные техника бытовая инвентарь уборочный металлический инвентарь уборочный пластмассовый метлы ерши щетки для уборки перчатки хозяйственные резиновые перчатки рукавицы хозяйственные брезентовые трикотажные салфетки насадки для уборки рукоятки деревянные для инвентаря средства чистящие средства чистящие средства чистящие средства чистящие средства чистящие средства моющие для стекол и зеркал мыло туалетное твердое мыло туалетное жидкое мыло хозяйственное твердое инвентарь для санузлов пластмассовый лента клейкая упаковочная
285138,товары мебель общего назначения тумбы
285145,товары товары хозяйственные техника бытовая салфетки насадки для уборки средства чистящие изделия упаковочные пластмассовые
285151,товары товары для образовательных организаций пособия учебные наглядные за исключением печатных
285154,товары товары хозяйственные техника бытовая перчатки хозяйственные резиновые бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения
285158,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх снегоотбрасыватели малогабаритные
285169,товары цветы растения товары для озеленения композиции из срезанных цветов
285170,товары товары для учреждений культуры и искусства декорации баннерные
285177,товары товары строительные метизы крепежные изделия пиломатериалы цемент материалы и конструкции строительные кроме быстровозводимых сыпучие строительные материалы и смеси
285181,товары товары строительные диски точильные отрезные шлифовальные
285183,товары товары медицинские противоэпилептические препараты n03
285187,товары мебель общего назначения кресла
285193,товары товары строительные пиломатериалы материалы и конструкции строительные кроме быстровозводимых
285207,товары товары строительные приборы учета прочие приборы учета оборудование насосное краскопульты инструмент мерительный электронный оптический и электронно-оптический инструмент мерительный инструмент мерительный инструмент мерительный
285210,товары товары медицинские составные и заменяемые части принадлежности и комплектующие для видеоэндоскопов
285219,бумага и изделия из бумаги принадлежности канцелярские бумажные принадлежности канцелярские прочие из бумаги или картона не включенные в другие группировки
285229,товары товары строительные растворители
285230,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение системы отображения информации прочие аксессуары для информационно-технологического оборудования
285232,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильник светодиодный внутреннего освещения
285235,товары товары медицинские контейнеры и пробирки для биологических проб
285236,товары товары медицинские фармацевтические субстанции и вспомогательные вещества используемые для аптечного изготовления лекарственных препаратов
285237,товары товары хозяйственные техника бытовая ковры коврики ковровые покрытия дорожки кроме текстильных тканых
285240,товары товары строительные приборы учета электроэнергии
285244,товары товары для образовательных организаций пособия учебные наглядные за исключением печатных
285259,продукты пищевые продукция мукомольно-крупяного производства мука пшенично-ржаная чай и кофе обработанные экстракты эссенции и концентраты кофе или заменителей кофе чай черный ферментированный в упаковках массой не более 3 кг
285273,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы лампы светодиодные
285279,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение системы хранения данных дисковые сетевые электронные компоненты и комплектующие информационно-технологического оборудования
285288,товары товары строительные сверла и буры диски точильные отрезные шлифовальные
285291,товары цветы растения товары для озеленения композиции из срезанных цветов
285295,товары транспортные средства расходные материалы и запасные части для них шины покрышки и камеры резиновые шины покрышки и камеры резиновые шины покрышки и камеры резиновые шины покрышки и камеры резиновые
285296,вещества химические и продукты химические продукты химические прочие не включенные в другие группировки реагенты сложные диагностические или лабораторные прочие не включенные в другие группировки
285323,товары одежда включая форменную обувь галантерея головные уборы обувь защитная одежда специальная для защиты от общих производственных загрязнений и механических воздействий спецодежда специальная экипировка товары хозяйственные техника бытовая перчатки рукавицы хозяйственные брезентовые трикотажные
285324,изделия готовые прочие изделия готовые прочие не включенные в другие группировки средства защиты головы и лица
285333,товары транспортные средства расходные материалы и запасные части для них принадлежности для автотранспорта
285338,товары товары строительные металлопрокат из черных металлов кроме рельсов растворители грунтовки материалы уплотняющие герметики клеи сыпучие строительные материалы и смеси сыпучие строительные материалы и смеси
285339,товары товары хозяйственные техника бытовая холодильники бытовые
285348,товары изделия канцелярские бумага и бумажные изделия лента клейкая канцелярская ножницы канцелярские
285364,товары одежда включая форменную обувь галантерея головные уборы обувь защитная одежда специальная для защиты от общих производственных загрязнений и механических воздействий одежда специальная для защиты от пониженных температур спецодежда специальная экипировка спецодежда специальная экипировка
285365,оборудование компьютерное электронное и оптическое оборудование компьютерное электронное и оптическое аппаратура для воспроизведения звука прочая
285369,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение мышь компьютерная гарнитуры микротелефонные накопители твердотельные в формате флеш-карты cf sd memory card и др видеокамеры расходные материалы и комплектующие для кино и видеотехники фотографического оборудования
285381,товары товары для образовательных организаций столы для образовательных организаций
285388,товары мебель общего назначения столы
285390,изделия готовые прочие изделия готовые прочие изделия медицинские в том числе хирургические прочие не включенные в другие группировки
285405,товары товары медицинские катетеры фолея уретральные трехходовые из силикона тип кувелер простыни медицинские
285407,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение принтеры расходные материалы и комплектующие для принтеров печатающих не на бумаге расходные материалы и комплектующие для оргтехники прочие
285411,товары изделия канцелярские бумага и бумажные изделия ножницы канцелярские принадлежности канцелярские школьные
285412,оборудование компьютерное электронное и оптическое оборудование компьютерное электронное и оптическое машины вычислительные электронные цифровые содержащие в одном корпусе центральный процессор и устройство ввода и вывода объединенные или нет для автоматической обработки данных
285416,изделия готовые прочие изделия готовые прочие не включенные в другие группировки изделия различные прочие не включенные в другие группировки
285421,товары товары медицинские бахилы медицинские
285423,товары продукты пищевые соусы кулинарные масло подсолнечное рафинированное масло сливочное колбасы копченые изделия колбасные вареные молоко питьевое сливки творог сметана сыры полутвердые сыры плавленые
285431,товары товары строительные инструмент мерительный электронный оптический и электронно-оптический кабели электрические строительные
285433,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники
285436,товары товары хозяйственные техника бытовая инвентарь уборочный металлический инвентарь уборочный пластмассовый перчатки хозяйственные резиновые тряпки для уборки салфетки насадки для уборки средства чистящие средства чистящие средства чистящие средства моющие для стекол и зеркал средства моющие для поверхностей в помещениях средства для посудомоечных машин средства для дезодорирования и ароматизации воздуха мыло туалетное твердое мыло туалетное жидкое мыло хозяйственное твердое мешки чехлы пакеты сумки полимерные
285437,товары товары строительные приборы учета прочие кабели электрические строительные кабели электрические строительные
285442,товары системы охраны наблюдения обеспечения безопасности системы пожаротушения прочее оборудование систем охраны обеспечения безопасности товары для противопожарных аварийно-спасательных служб и служб гражданской обороны инвентарь для спасательных служб и служб гражданской обороны прочий
285445,товары одежда включая форменную обувь галантерея головные уборы аксессуары
285454,товары товары хозяйственные техника бытовая контейнеры и другие емкости для мусора пластмассовые
285457,товары товары хозяйственные техника бытовая холодильники бытовые
285464,товары товары хозяйственные техника бытовая изделия упаковочные пластмассовые
285466,товары товары хозяйственные техника бытовая перчатки хозяйственные резиновые тряпки для уборки салфетки насадки для уборки средства чистящие средства моющие для туалетов и ванных комнат средства моющие для поверхностей в помещениях средства дезинфицирующие хозяйственные мыло туалетное твердое бумага туалетная посуда одноразовая пластмассовая лента клейкая упаковочная
285467,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх прочее оборудование и инвентарь для жкх
285482,товары товары строительные растворители колеры добавки для бетона материалы уплотняющие герметики клеи материалы уплотняющие герметики клеи изделия строительно-дорожные
285485,товары товары хозяйственные техника бытовая принадлежности для шитья и рукоделия пластмассовые пластилин для детского творчества
285493,товары товары хозяйственные техника бытовая ковры коврики ковровые покрытия дорожки кроме текстильных тканых
285516,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильники люминесцентные внутреннего освещения
285520,товары товары строительные фурнитура для сантехничекого оборудования инструмент ручной строительный инструмент ручной прочий материалы лакокрасочные покрытия наносимые кроме огнезащитных материалы строительные полимерные материалы уплотняющие герметики клеи лента строительная адгезивная ограждения инвентарные
285525,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх снегоотбрасыватели малогабаритные
285540,товары товары строительные инструмент мерительный электронный оптический и электронно-оптический
285545,товары товары строительные электроды сварочные метизы крепежные изделия пиломатериалы цемент растворители колеры изделия строительно-дорожные трубы и детали трубопроводов прочие
285551,товары спецтехника дорожная коммунальная и лесотехническая реагенты противогололедные оборудование и инвентарь для жкх снегоотбрасыватели малогабаритные
285564,товары товары медицинские наборы пробных очковых линз
285565,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы дрова
285567,товары товары для учреждений культуры и искусства принадлежности для музыкальных инструментов прочие
285574,товары элементы благоустройства территории элементы благоустройства территории
285576,товары товары строительные стекломатериалы
285583,товары товары строительные инструмент оборудование инструментальное прочие метизы крепежные изделия цемент краски лаки грунтовки материалы уплотняющие герметики клеи изделия строительно-дорожные сыпучие строительные материалы и смеси сыпучие строительные материалы и смеси сыпучие строительные материалы и смеси
285585,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение устройства отображения информации радиоприемники цифровые системы акустические
285596,товары товары хозяйственные техника бытовая пурифайеры
285600,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы оборудование для создания световых эффектов светильник светодиодный внутреннего освещения светильник с лампами накаливания внутреннего освещения
285602,товары товары хозяйственные техника бытовая вентиляторы бытовые
285604,товары товары хозяйственные техника бытовая посуда столовая кухонная из фарфора
285624,товары товары хозяйственные техника бытовая посуда столовая кухонная из металла посуда столовая кухонная из стекла сосуды для питья стеклянные посуда столовая кухонная из фарфора посуда столовая и кухонная приборы столовые пластмассовые посуда столовая и кухонная приборы столовые пластмассовые приборы столовые кухонные металлические ножи хозяйственные ножевая продукция бытовая
285626,товары изделия канцелярские бумага и бумажные изделия маркеры
285627,товары товары медицинские лейкопластыри гипоаллергенные медицинские преаналитические системы и системы хранения и транспортировки биологического материала кружки эсмарха и принадлежности к ним термобумага регистрирующая для принтеров sony
285630,товары товары хозяйственные техника бытовая посуда столовая кухонная из металла посуда столовая и кухонная приборы столовые пластмассовые инвентарь кухонный деревянный расходные материалы комплектующие запасные части для оборудования бытового прочего
285632,товары товары строительные щебень
285643,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение клавиатура устройства хранения данных дисковые автономные внешние жесткие диски usb-накопители твердотельные флеш-драйвы маршрутизатор кабели сетевые с медными проводниками процессоры материнские платы модули оперативной памяти блоки питания встраиваемые корпуса системных блоков электронные компоненты и комплектующие информационно-технологического оборудования
285659,товары товары медицинские контейнеры для сбора и химической дезинфекции медицинских отходов преаналитические системы и системы хранения и транспортировки биологического материала грелки медицинские оборудование мониторирования функций оборудование измерительное
285660,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы светильники нестационарные
285664,товары товары строительные сыпучие строительные материалы и смеси
285671,товары товары строительные наборы инструментов
285674,товары товары медицинские индикатор для контроля процесса паровой стерилизации класс 5 для внутренного контроля индикатор химический одноразовый для контроля процесса воздушной стерилизации класс 4 для наружного и внутренного контроля индикатор химический физический для контроля стерилизации индикаторы для обработки утилизации и стерилизации сопутствующие лабораторные расходные материалы и принадлежности расходные материалы для микроскопии и фотометрии органические соединения для лабораторной диагностики термоиндикаторы для контроля температурного режима средства дезинфицирующие универсальные индикаторные полоски дезинфицирующим средствам универсальным индикаторные полоски к средствам для дезинфекции и очистки медицинских изделий
285679,товары товары медицинские расходные материалы к измерителям концентрации глюкозы в крови акку-чек accu-chek производства рош диабетс кеа гмбх расходные материалы для функциональной диагностики анализаторы глюкозы и лактата
285680,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение электронные компоненты и комплектующие информационно-технологического оборудования
285691,
285696,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы выключатели автоматические автоматы устройства защитные и коммутации электрические
285719,товары продукты пищевые рис
285724,товары товары хозяйственные техника бытовая инвентарь уборочный пластмассовый метлы ерши щетки для уборки посуда столовая и кухонная приборы столовые пластмассовые инвентарь для санузлов пластмассовый изделия упаковочные пластмассовые инструмент бытовой кроме электроинструмента
285727,товары товары хозяйственные техника бытовая средства для ухода за кожей средства для волос изделия бумажные гигиенического и хозяйственного назначения товары детские кроме одежды прочие
285730,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы элементы питания батарейки
285731,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники бумага для черчения ватман калька фотобумага блокноты папки пластиковые ручки канцелярские наборы ручек канцелярских маркеры карандаши чернографитные карандаши цветные карандаши механические стержни для карандашей механических ластики степлеры сшиватели лента клейкая канцелярская клеи канцелярские кнопки булавки канцелярские скрепки канцелярские скобы для степлеров ножницы канцелярские ножи канцелярские линейки принадлежности чертежные принадлежности канцелярские школьные
285735,товары товары строительные материалы уплотняющие герметики клеи сыпучие строительные материалы и смеси
285748,товары товары строительные трубы и детали трубопроводов из полиэтилена трубы и детали трубопроводов полимерные трубы и детали трубопроводов полимерные краны шаровые
285751,товары товары медицинские расходные материалы для урологии
285755,товары товары медицинские наборы реактивов
285778,товары изделия канцелярские бумага и бумажные изделия журналы канцелярские
285779,товары товары строительные короба вентиляционные оборудование электротехническое аппараты сварочные устройства для перевозки переноски грузов части запасные к инструменту кабели электрические строительные панели стеновые
285783,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы сжиженный углеводородный газ используемый для коммунально-бытового и производственного потребления в качестве топлива смазки пластичные жидкости технологические прочие выключатели автоматические автоматы устройства защитные и коммутации электрические удлинители лампы светодиодные светильник светодиодный внутреннего освещения
285794,товары продукты пищевые вода питьевая
285802,товары изделия канцелярские бумага и бумажные изделия бумага для офисной техники бумага цветная бумага для акварели бумага для черчения ватман картон канцелярский тетрадь ученическая школьная файлы-вкладыши пластиковые ручки канцелярские фломастеры карандаши чернографитные карандаши цветные принадлежности для досок и флипчартов клеи канцелярские скобы для степлеров зажимы для бумаг ножницы канцелярские
285804,товары товары строительные унитазы
285826,товары товары хозяйственные техника бытовая мультиварки инструмент бытовой кроме электроинструмента
285844,товары товары хозяйственные техника бытовая приборы столовые кухонные металлические весы электронные бытовые
285847,товары оборудование энергетическое осветительные приборы горюче-смазочные материалы лампы накаливания
285848,товары товары для учреждений культуры и искусства краски для рисования альбомы для рисования материалы для лепки и скульптуры
285852,товары изделия канцелярские бумага и бумажные изделия дипломы грамоты открытки кроме почтовых
285854,товары товары хозяйственные техника бытовая пылесосы инвентарь уборочный пластмассовый средства моющие для туалетов и ванных комнат
285859,товары транспортные средства расходные материалы и запасные части для них запасные части для автотранспорта расходные материалы для автотранспорта
285862,товары мебель общего назначения кресла мебель общего назначения
285869,товары одежда включая форменную обувь галантерея головные уборы обувь зимняя с верхом из кожи спецодежда специальная экипировка
285880,товары изделия канцелярские бумага и бумажные изделия материалы расходные для сшивания и переплета документов пластиковые
285890,товары товары строительные краски
285891,товары литература и полиграфическая продукция плакаты
285892,товары мебель общего назначения стенды
285894,товары товары строительные инструмент ручной малярный инструмент ручной прочий краски колеры стеклообои
285895,товары товары спортивные спортивное оборудование для детских игровых площадок
285897,товары одежда включая форменную обувь галантерея головные уборы спецодежда специальная экипировка
285899,товары изделия текстильные ковры
285901,товары товары строительные короба вентиляционные метизы крепежные изделия
285908,товары товары информационно-технологические средства связи оргтехника электроника включая программное обеспечение расходные материалы и комплектующие для струйных принтеров и мфу
285920,товары мебель общего назначения скамьи
285921,товары продукты пищевые мороженое сливочное мороженое
285926,товары цветы растения товары для озеленения оборудование и инвентарь для ухода за растениями
285938,товары товары медицинские жгуты для взятия венозной крови подушка для забора крови
285950,товары товары медицинские контейнеры и пробирки для биологических проб наконечники лабораторные кюветы к анализаторам различного типа
285956,товары товары хозяйственные техника бытовая бумага туалетная бумажные изделия санитарно-гигиенического и хозяйственного назначения
285976,оборудование компьютерное электронное и оптическое оборудование компьютерное электронное и оптическое аппаратура записи и воспроизведения изображения прочая
285979,товары товары строительные краскопульты инструмент ручной прочий диски точильные отрезные шлифовальные бумага абразивная металлопрокат из черных металлов кроме рельсов растворители грунтовки материалы лакокрасочные покрытия наносимые кроме огнезащитных
