code,description
43.99.90.280,"Работы по реставрации, консервации и воссозданию скульптуры на объектах культурного наследия"
G,Услуги по оптовой и розничной торговле; услуги по ремонту автотранспортных средств и мотоциклов
45,Услуги по оптовой и розничной торговле и услуги по ремонту автотранспортных средств и мотоциклов
45.1,Услуги по торговле автотранспортными средствами
45.11,Услуги по торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности
45.11.1,Услуги по оптовой торговле легковыми автомобилями и легкими автотранспортными средствами
45.11.11,Услуги по оптовой торговле пассажирскими автотранспортными средствами
45.11.11.000,Услуги по оптовой торговле пассажирскими автотранспортными средствами
45.11.12,"Услуги по оптовой торговле специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т)"
45.11.12.000,"Услуги по оптовой торговле специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т)"
45.11.2,Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности в специализированных магазинах
45.11.21,Услуги по розничной торговле новыми пассажирскими автотранспортными средствами в специализированных магазинах
45.11.21.000,Услуги по розничной торговле новыми пассажирскими автотранспортными средствами в специализированных магазинах
45.11.22,Услуги по розничной торговле бывшими в употреблении пассажирскими автотранспортными средствами в специализированных магазинах
45.11.22.000,Услуги по розничной торговле бывшими в употреблении пассажирскими автотранспортными средствами в специализированных магазинах
45.11.23,"Услуги по розничной торговле новыми специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т) в специализированных магазинах"
45.11.23.000,"Услуги по розничной торговле новыми специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т) в специализированных магазинах"
45.11.24,"Услуги по розничной торговле бывшими в употреблении специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т) в специализированных магазинах"
45.11.24.000,"Услуги по розничной торговле бывшими в употреблении специализированными пассажирскими автотранспортными средствами, такими как автомобили скорой помощи и микроавтобусы и т.д., и автотранспортными средствами повышенной проходимости (вес которых не превышает 3,5 т) в специализированных магазинах"
45.11.3,Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности прочие
45.11.31,Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности через информационно-коммуникационную сеть Интернет
45.11.31.000,Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности через информационно-коммуникационную сеть Интернет
45.11.39,"Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности прочие, не включенные в другие группировки"
45.11.39.000,"Услуги по розничной торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности прочие, не включенные в другие группировки"
45.11.4,Услуги по оптовой торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности за вознаграждение или на договорной основе
45.11.41,Услуги по оптовой торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности через информационно-коммуникационную сеть Интернет за вознаграждение или на договорной основе
45.11.41.000,Услуги по оптовой торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности через информационно-коммуникационную сеть Интернет за вознаграждение или на договорной основе
45.11.49,Услуги по оптовой торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности прочие за вознаграждение или на договорной основе
45.11.49.000,Услуги по оптовой торговле легковыми автомобилями и грузовыми автомобилями малой грузоподъемности прочие за вознаграждение или на договорной основе
45.19,Услуги по торговле прочими автотранспортными средствами
45.19.1,Услуги по оптовой торговле прочими автотранспортными средствами
45.19.11,"Услуги по оптовой торговле грузовыми автомобилями, седельными тягачами, прицепами, полуприцепами и автобусами"
45.19.11.000,"Услуги по оптовой торговле грузовыми автомобилями, седельными тягачами, прицепами, полуприцепами и автобусами"
45.19.12,"Услуги по оптовой торговле туристическими транспортными средствами, такими как жилые прицепы и автофургоны"
45.19.12.000,"Услуги по оптовой торговле туристическими транспортными средствами, такими как жилые прицепы и автофургоны"
45.19.2,Услуги по розничной торговле прочими автотранспортными средствами в специализированных магазинах
45.19.21,"Услуги по розничной торговле грузовыми автомобилями, седельными тягачами, прицепами, полуприцепами и автобусами в специализированных магазинах"
45.19.21.000,"Услуги по розничной торговле грузовыми автомобилями, седельными тягачами, прицепами, полуприцепами и автобусами в специализированных магазинах"
45.19.22,"Услуги по розничной торговле туристическими автотранспортными средствами, такими как жилые прицепы и автофургоны, в специализированных магазинах"
45.19.22.000,"Услуги по розничной торговле туристическими автотранспортными средствами, такими как жилые прицепы и автофургоны, в специализированных магазинах"
45.19.3,Услуги по розничной торговле прочими автотранспортными средствами прочие
45.19.31,Услуги по розничной торговле прочими автотранспортными средствами через информационно-коммуникационную сеть Интернет
45.19.31.000,Услуги по розничной торговле прочими автотранспортными средствами через информационно-коммуникационную сеть Интернет
45.19.39,"Услуги по розничной торговле автотранспортными средствами прочие, не включенные в другие группировки"
45.19.39.000,"Услуги по розничной торговле автотранспортными средствами прочие, не включенные в другие группировки"
45.19.4,Услуги по оптовой торговле прочими автотранспортными средствами за вознаграждение или на договорной основе
45.19.41,Услуги по оптовой торговле прочими автотранспортными средствами через информационно-коммуникационную сеть Интернет за вознаграждение или на договорной основе
45.19.41.000,Услуги по оптовой торговле прочими автотранспортными средствами через информационно-коммуникационную сеть Интернет за вознаграждение или на договорной основе
45.19.49,Услуги по оптовой торговле прочими автотранспортными средствами за вознаграждение или на договорной основе прочие
45.19.49.000,Услуги по оптовой торговле прочими автотранспортными средствами за вознаграждение или на договорной основе прочие
45.2,Услуги по техническому обслуживанию и ремонту автотранспортных средств
45.2,Услуги по техническому обслуживанию и ремонту автотранспортных средств
45.20.1,Услуги по техническому обслуживанию и ремонту легковых автомобилей и легких грузовых автотранспортных средств
45.20.11,"Услуги по обычному (текущему) техническому обслуживанию и ремонту легковых автомобилей и легких грузовых автотранспортных средств, кроме услуг по ремонту электрооборудования, шин и кузовов"
45.20.11.100,"Услуги по обычному (текущему) техническому обслуживанию легковых автомобилей и легких грузовых автотранспортных средств, кроме услуг по ремонту электрооборудования, шин и кузовов"
45.20.11.111,Услуги по регламентным работам (по видам технического обслуживания)
45.20.11.112,Услуги контрольно-диагностические
45.20.11.113,Услуги смазочно-заправочные
45.20.11.114,Услуги регулировки топливной аппаратуры двигателей
45.20.11.115,Услуги регулировки тормозной системы
45.20.11.116,Услуги регулировки сцепления
45.20.11.117,Услуги регулировки рулевого управления
45.20.11.118,Услуги регулировки системы зажигания
45.20.11.200,"Услуги по. ремонту легковых автомобилей и легких грузовых автотранспортных средств, кроме услуг по ремонту электрооборудования, шин и кузовов"
45.20.11.211,Услуги по замене агрегатов
45.20.11.212,"Услуги по ремонту двигателей (кроме деталей электрооборудования, шин и кузовов)"
45.20.11.213,Услуги по ремонту коробки перемены передач (КПП)
45.20.11.214,Услуги по ремонту рулевого управления и подвески
45.20.11.215,Услуги по ремонту тормозной системы
45.20.11.216,Услуги по ремонту радиаторов и арматурные работы
45.20.11.217,Услуги по ремонту деталей
45.20.11.218,Услуги по ремонту сцепления
45.20.11.219,Услуги по ремонту ведущих мостов и приводов ведущих колес
45.20.11.221,Услуги по ремонту топливной аппаратуры двигателей
45.20.11.300,Техническая помощь на дорогах легковым автомобилям и легким грузовым автотранспортным средствам
45.20.11.400,Транспортирование неисправных легковых автомобилей и легких грузовых автотранспортных средств к месту их ремонта или стоянки
45.20.11.500,Прочие услуги по техническому обслуживанию и ремонту легковых автомобилей и легких грузовых автотранспортных средств
45.20.11.511,Услуги по переоборудованию автомобилей для работы на сжатом природном или сжиженных нефтяном или природном газах
45.20.11.512,Услуги по проверке герметичности и опрессовке газовой системы питания газобаллонных автомобилей
45.20.11.513,Услуги по освидетельствованию автомобильных газовых баллонов
45.20.11.514,"Услуги по установке дополнительного оборудования (сигнализация, радиоаппаратура и т.п.)"
45.20.11.515,"Топливозаправочные работы (бензин, дизельное топливо, газ)"
45.20.11.516,Услуги по приемке отработавших эксплуатационных материалов
45.20.11.517,"Услуги по установке, тонированию и бронированию стекол автомобилей"
45.20.11.518,Услуги по зарядке аккумуляторных батарей транспортных средств с электродвигателями
45.20.11.519,"Прочие услуги по техническому обслуживанию и ремонту прочих автотранспортных средств, не включенные в другие группировки"
45.20.12,Услуги по ремонту электрооборудования легковых автомобилей и легких грузовых автотранспортных средств
45.20.12.000,Услуги по ремонту электрооборудования легковых автомобилей и легких грузовых автотранспортных средств
45.20.13,"Услуги по ремонту шин легковых автомобилей и легких грузовых автотранспортных средств, включая регулировку и балансировку колес"
45.20.13.000,"Услуги по ремонту шин легковых автомобилей и легких грузовых автотранспортных средств, включая регулировку и балансировку колес"
45.20.14,"Услуги по ремонту кузовов легковых автомобилей и легких грузовых автотранспортных средств и аналогичные услуги (ремонт дверей, замков, окон, перекрашивание, ремонт после повреждений)"
45.20.14.000,"Услуги по ремонту кузовов легковых автомобилей и легких грузовых автотранспортных средств и аналогичные услуги (ремонт дверей, замков, окон, перекрашивание, ремонт после повреждений)"
45.20.2,Услуги по техническому обслуживанию и ремонту прочих автотранспортных средств
45.20.21,"Услуги по обычному (текущему) техническому обслуживанию и ремонту прочих автотранспортных средств, кроме услуг по ремонту электрооборудования и кузовов"
45.20.21.100,"Услуги по обычному (текущему) техническому обслуживанию прочих автотранспортных средств, кроме услуг по ремонту электрооборудования и кузовов"
45.20.21.111,Услуги по регламентным работам (по видам технического обслуживания)
45.20.21.112,Услуги контрольно-диагностические
45.20.21.113,Услуги смазочно-заправочные
45.20.21.114,Услуги регулировки топливной аппаратуры двигателей
45.20.21.115,Услуги регулировки тормозной системы
45.20.21.116,Услуги регулировки сцепления
45.20.21.117,Услуги регулировки рулевого управления
45.20.21.118,Услуги регулировки системы зажигания
45.20.21.200,"Услуги по ремонту прочих автотранспортных средств, кроме услуг по ремонту электрооборудования и кузовов"
45.20.21.211,Услуги по замене агрегатов
45.20.21.212,Услуги по ремонту двигателей
45.20.21.213,Услуги по ремонту коробки перемены передач (КПП)
45.20.21.214,"Услуги по ремонту рулевого управления, передней оси и подвески"
45.20.21.215,Услуги по ремонту тормозной системы
45.20.21.216,Услуги по ремонту радиаторов и арматурные работы
45.20.21.217,Услуги по ремонту деталей
45.20.21.218,Услуги по ремонту сцепления
45.20.21.219,Услуги по ремонту ведущих мостов и приводов ведущих колес
45.20.21.221,Услуги по ремонту топливной аппаратуры двигателей
45.20.21.222,Услуги по ремонту и поверке контрольно-измерительных приборов
45.20.21.223,Услуги шиномонтажные
45.20.21.224,Услуги балансировки колес
45.20.21.300,Техническая помощь на дорогах прочих автотранспортных средств
45.20.21.400,Транспортирование неисправных прочих автотранспортных средств к месту их ремонта или стоянки
45.20.21.500,Прочие услуги по техническому обслуживанию и ремонту прочих автотранспортных средств
45.20.21.511,Услуги по переоборудованию автомобилей для работы на сжатом природном или сжиженных нефтяном или природном газах
45.20.21.512,Услуги по проверке герметичности и опрессовке газовой системы питания газобаллонных автомобилей
45.20.21.513,Услуги по освидетельствованию автомобильных газовых баллонов
45.20.21.514,"Услуги по установке дополнительного оборудования (сигнализация, радиоаппаратура, и т.п.)"
45.20.21.515,"Топливозаправочные работы (бензин, дизельное топливо, газ)"
45.20.21.516,Услуги по приемке отработавших эксплуатационных материалов
45.20.21.517,"Услуги по установке, тонированию и бронированию стекол автомобилей"
45.20.21.519,"Прочие услуги по техническому обслуживанию и ремонту прочих автотранспортных средств, не включенные в другие группировки"
45.20.22,Услуги по ремонту электрооборудования прочих автотранспортных средств
45.20.22.000,Услуги по ремонту электрооборудования прочих автотранспортных средств
45.20.23,"Услуги по ремонту кузовов прочих автотранспортных средств и аналогичные услуги (ремонт дверей, замков, окон, перекрашивание, ремонт после повреждений)"
45.20.23.000,"Услуги по ремонту кузовов прочих автотранспортных средств и аналогичные услуги (ремонт дверей, замков, окон, перекрашивание, ремонт после повреждений)"
45.20.3,"Мойка автотранспортных средств, полирование и аналогичные услуги"
45.20.30,"Мойка автотранспортных средств, полирование и аналогичные услуги"
45.20.30.000,"Мойка автотранспортных средств, полирование и аналогичные услуги"
45.3,"Услуги по торговле автомобильными деталями, узлами и принадлежностями"
45.31,"Услуги по оптовой торговле автомобильными деталями, узлами и принадлежностями"
45.31.1,"Услуги по оптовой торговле автомобильными деталями, узлами и принадлежностями"
45.31.11,Услуги по оптовой торговле резиновыми шинами и камерами для шин
45.31.11.000,Услуги по оптовой торговле резиновыми шинами и камерами для шин
45.31.12,"Услуги по оптовой торговле прочими автомобильными деталями, узлами и принадлежностями"
45.31.12.000,"Услуги по оптовой торговле прочими автомобильными деталями, узлами и принадлежностями"
45.31.2,"Услуги по оптовой торговле автомобильными деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.31.20,"Услуги по оптовой торговле автомобильными деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.31.20.000,"Услуги по оптовой торговле автомобильными деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.32,"Услуги по розничной торговле автомобильными деталями, узлами и принадлежностями"
45.32.1,"Услуги по розничной торговле автомобильными деталями, узлами и принадлежностями в специализированных магазинах"
45.32.11,Услуги по розничной торговле автомобильными шинами в специализированных магазинах
45.32.11.000,Услуги по розничной торговле автомобильными шинами в специализированных магазинах
45.32.12,"Услуги по розничной торговле прочими автомобильными деталями, узлами и принадлежностями в специализированных магазинах"
45.32.12.000,"Услуги по розничной торговле прочими автомобильными деталями, узлами и принадлежностями в специализированных магазинах"
45.32.2,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств прочие"
45.32.21,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств через информационно-коммуникационную сеть Интернет"
45.32.21.000,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств через информационно-коммуникационную сеть Интернет"
45.32.22,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств по почтовым заказам"
45.32.22.000,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств по почтовым заказам"
45.32.29,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств прочие, не включенные в другие группировки"
45.32.29.000,"Услуги по розничной торговле деталями, узлами и принадлежностями автотранспортных средств прочие, не включенные в другие группировки"
45.4,"Услуги по торговле мотоциклами, их деталями, узлами и принадлежностями; техническое обслуживание и ремонт мотоциклов"
45.4,"Услуги по торговле мотоциклами, их деталями, узлами и принадлежностями; техническое обслуживание и ремонт мотоциклов"
45.40.1,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями"
45.40.10,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями"
45.40.10.000,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями"
45.40.2,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями в специализированных магазинах"
45.40.20,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями в специализированных магазинах"
45.40.20.000,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями в специализированных магазинах"
45.40.3,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями прочие"
45.40.30,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями прочие"
45.40.30.000,"Услуги по розничной торговле мотоциклами, их деталями, узлами и принадлежностями прочие"
45.40.4,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.40.40,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.40.40.000,"Услуги по оптовой торговле мотоциклами, их деталями, узлами и принадлежностями за вознаграждение или на договорной основе"
45.40.5,Услуги по техническому обслуживанию и ремонту мотоциклов
45.40.50,Услуги по техническому обслуживанию и ремонту мотоциклов
45.40.50.110,Услуги по техническому обслуживанию и ремонту мототранспортных средств
45.40.50.111,"Услуги по техническому обслуживанию и ремонту мотоциклов, мотоколясок и мотоприцепов"
45.40.50.112,Услуги по техническому обслуживанию и ремонту мопедов
45.40.50.113,Услуги по техническому обслуживанию и ремонту мотовелосипедов
45.40.50.114,Услуги по техническому обслуживанию и ремонту мотороллеров
45.40.50.115,Услуги по техническому обслуживанию и ремонту снегоходов '
45.40.50.119,Услуги по техническому обслуживанию и ремонту прочих мототранспортных средств
46,"Услуги по оптовой торговле, кроме оптовой торговли автотранспортными средствами и мотоциклами"
46.1,Услуги по оптовой торговле за вознаграждение или на договорной основе
46.11,"Услуги по оптовой торговле сельскохозяйственным сырьем, живыми животными, текстильным сырьем и полуфабрикатами за вознаграждение или на договорной основе"
46.11.1,"Услуги по оптовой торговле сельскохозяйственным сырьем, живыми животными, текстильным сырьем и полуфабрикатами за вознаграждение или на договорной основе"
46.11.11,Услуги по оптовой торговле живыми животными за вознаграждение или на договорной основе
46.11.11.000,Услуги по оптовой торговле живыми животными за вознаграждение или на договорной основе
46.11.12,Услуги по оптовой торговле цветами и растениями за вознаграждение или на договорной основе
46.11.12.000,Услуги по оптовой торговле цветами и растениями за вознаграждение или на договорной основе
46.11.19,"Услуги по оптовой торговле прочим сельскохозяйственным сырьем, текстильным сырьем и полуфабрикатами за вознаграждение или на договорной основе"
46.11.19.110,Услуги по оптовой торговле зерном за вознаграждение или на договорной основе
46.11.19.120,"Услуги по оптовой торговле семенами, кроме семян масличных культур, за вознаграждение или на договорной основе"
46.11.19.130,Услуги по оптовой торговле семенами масличных культур за вознаграждение или на договорной основе
46.11.19.140,Услуги по оптовой торговле кормами для сельскохозяйственных животных за вознаграждение или на договорной основе
46.11.19.150,Услуги по оптовой торговле текстильным сырьем и полуфабрикатами за вознаграждение или на договорной основе
46.11.19.190,"Услуги по оптовой торговле прочими сельскохозяйственным сырьем и сельскохозяйственными полуфабрикатами, не включенными в другие группировки, за вознаграждение или на договорной основе"
46.12,"Услуги по оптовой торговле топливом, рудами, металлами и промышленными химическими веществами за вознаграждение или на договорной основе"
46.12.1,"Услуги по оптовой торговле топливом, рудами, металлами и промышленными химическими веществами за вознаграждение или на договорной основе"
46.12.11,"Услуги по оптовой торговле твердым, жидким и газообразным топливом и связанными продуктами за вознаграждение или на договорной основе"
46.12.11.000,"Услуги по оптовой торговле твердым, жидким и газообразным топливом и связанными продуктами за вознаграждение или на договорной основе"
46.12.12,Услуги по оптовой торговле металлическими рудами и металлами в первичных формах за вознаграждение или на договорной основе
46.12.12.110,Услуги по оптовой торговле рудами за вознаграждение или на договорной основе
46.12.12.120,Услуги по оптовой торговле металлами в первичных формах за вознаграждение или на договорной основе
46.12.13,"Услуги по оптовой торговле промышленными и техническими химическими веществами, удобрениями и агрохимикатами за вознаграждение или на договорной основе"
46.12.13.110,Услуги по оптовой торговле промышленными и техническими химическими веществами за вознаграждение или на договорной основе
46.12.13.120,Услуги по оптовой торговле удобрениями и агрохимикатами за вознаграждение или на договорной основе
46.13,Услуги по оптовой торговле древесиной и строительными материалами за вознаграждение или на договорной основе
46.13.1,Услуги по оптовой торговле древесиной и строительными материалами за вознаграждение или на договорной основе
46.13.11,Услуги по оптовой торговле древесиной и лесоматериалами за вознаграждение или на договорной основе
46.13.11.000,Услуги по оптовой торговле древесиной и лесоматериалами за вознаграждение или на договорной основе
46.13.12,Услуги по оптовой торговле строительными материалами за вознаграждение или на договорной основе
46.13.12.000,Услуги по оптовой торговле строительными материалами за вознаграждение или на договорной основе
46.14,"Услуги по оптовой торговле машинами, производственным оборудованием, судами и летательными аппаратами за вознаграждение или на договорной основе"
46.14.1,"Услуги по оптовой торговле машинами, производственным оборудованием, судами и летательными аппаратами за вознаграждение или на договорной основе"
46.14.11,"Услуги по оптовой торговле компьютерами, программным обеспечением, электронным и телекоммуникационным оборудованием и прочим офисным оборудованием за вознаграждение или на договорной основе"
46.14.11.000,"Услуги по оптовой торговле компьютерами, программным обеспечением, электронным и телекоммуникационным оборудованием и прочим офисным оборудованием за вознаграждение или на договорной основе"
46.14.12,"Услуги по оптовой торговле судами, летательными аппаратами и прочими транспортными средствами, не включенными в другие группировки, за вознаграждение или на договорной основе"
46.14.12.000,"Услуги по оптовой торговле судами, летательными аппаратами и прочими транспортными средствами, не включенными в другие группировки, за вознаграждение или на договорной основе"
46.14.19,"Услуги по оптовой торговле прочими машинами и промышленным оборудованием, не включенными в другие группировки, за вознаграждение или на договорной основе"
46.14.19.000,"Услуги по оптовой торговле прочими машинами и промышленным оборудованием, не включенными в другие группировки, за вознаграждение или на договорной основе"
46.15,"Услуги по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями за вознаграждение или на договорной основе"
46.15.1,"Услуги по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями за вознаграждение или на договорной основе"
46.15.11,Услуги по оптовой торговле мебелью за вознаграждение или на договорной основе
46.15.11.000,Услуги по оптовой торговле мебелью за вознаграждение или на договорной основе
