code,description
01.02.10.43.934.01,"ЭЛЮИРОВАНИЕ АНТИТЕЛ К ЭРИТРОЦИТАМ ИВД, РЕАГЕНТ"
01.02.10.43.509.01,"МНОЖЕСТВЕННЫЕ ВИДЫ БАКТЕРИЙ СВЯЗАННЫЕ С ПЕРИОДОНТИТОМ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.513.01,"МНОЖЕСТВЕННЫЕ ВИДЫ ГРИБОВ/ДРОЖЖЕПОДОБНЫХ ГРИБОВ ИВД, РЕАГЕНТ"
01.02.10.43.513.02,"МНОЖЕСТВЕННЫЕ ВИДЫ ГРИБОВ/ДРОЖЖЕПОДОБНЫХ ГРИБОВ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.371.01,КАНАМИЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.710.01,"ПРОКАЛЬЦИТОНИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.710.02,"ПРОКАЛЬЦИТОНИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.710.03,"ПРОКАЛЬЦИТОНИН ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.367.01,"КАЛЬРЕТИНИН БЕЛОК ИВД, АНТИТЕЛА"
01.02.10.43.353.01,"ИНТЕРЛЕЙКИН 8 ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.353.02,"ИНТЕРЛЕЙКИН 10 ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.353.03,"ИНТЕРЛЕЙКИН 4 ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.353.04,"ИНТЕРЛЕЙКИН 2 ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.353.05,"ИНТЕРЛЕЙКИН 28B ОДНОНУКЛЕОТИДНЫЕ ПОЛИМОРФИЗМЫ ГЕНА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.156.01,"АЛЬФА-1-КИСЛЫЙ ГЛИКОПРОТЕИН (ОРОЗОМУКОИД) ИВД, РЕАГЕНТ"
01.02.10.43.415.01,"ЛЕЙКОЦИТЫ ПОДСЧЕТ КЛЕТОК ИВД, НАБОР"
01.02.10.43.415.02,"ЛЕЙКОЦИТЫ ПОДСЧЕТ КЛЕТОК ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.483.01,"МНОЖЕСТВЕННЫЕ БЕЛКИ КЛИНИЧЕСКОЙ ХИМИИ ИВД, КАЛИБРАТОР"
01.02.10.43.483.02,"МНОЖЕСТВЕННЫЕ БЕЛКИ КЛИНИЧЕСКОЙ ХИМИИ ИВД, РЕАГЕНТ"
01.02.10.43.241.01,"ВИРУС БЕШЕНСТВА НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.156.02,"АЛЬФА-1-КИСЛЫЙ ГЛИКОПРОТЕИН (ОРОЗОМУКОИД) ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.804.01,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, РЕАГЕНТ"
01.02.10.43.804.02,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, КАЛИБРАТОР"
01.02.10.43.804.03,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.804.04,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.804.05,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.804.06,"С-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.132.03,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.132.04,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.13,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.14,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.15,"MYCOPLASMA GENITALIUM НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.329.01,"ЖЕЛЕЗО ИВД, КАЛИБРАТОР"
01.02.10.43.329.02,"ЖЕЛЕЗО ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.329.03,"ЖЕЛЕЗО ИВД, РЕАГЕНТ"
01.02.10.43.132.01,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.132.02,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG)/IGA ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.132.05,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.132.06,"YERSINIA ENTEROCOLITICA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.456.01,"МИОГЕНИН ИВД, АНТИТЕЛА"
01.02.10.43.380.01,"КЕТОН (АЦЕТОАЦЕТАТ) ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.380.02,"КЕТОН (АЦЕТОАЦЕТАТ) ИВД, КАЛИБРАТОР"
01.02.10.43.380.03,"КЕТОНЫ МОЧИ ИВД, НАБОР, КОЛОРИМЕТРИЧЕСКАЯ ТЕСТ-ПОЛОСКА, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.229.01,"БУФЕРНЫЙ ПРОМЫВАЮЩИЙ РАСТВОР ИВД, АВТОМАТИЧЕСКИЕ/ПОЛУАВТОМАТИЧЕСКИЕ СИСТЕМЫ"
01.02.10.43.229.02,"БУФЕРНЫЙ ПРОМЫВАЮЩИЙ РАСТВОР ИВД, ДЛЯ РУЧНОГО АНАЛИЗА"
01.02.10.43.227.01,"БУПРЕНОРФИН ИВД, РЕАГЕНТ"
01.02.10.43.307.01,"ГРАНУЛОЦИТАРНЫЙ КОЛОНИЕСТИМУЛИРУЮЩИЙ ФАКТОР ИВД, РЕАГЕНТ"
01.02.10.43.492.01,"МНОЖЕСТВЕННЫЕ ВИДЫ EHRLICHIA SPP. НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.497.01,"МНОЖЕСТВЕННЫЕ ВИДЫ MYCOBACTERIUM НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.405.01,"КРЕАТИНИН ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.242.01,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.242.02,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.242.03,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.242.04,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.242.05,"ВИРУС ВЕТРЯНОЙ ОСПЫ НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.242.06,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.242.07,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.242.08,"ВИРУС ВЕТРЯНОЙ ОСПЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.903.01,ЦЕФИКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.865.01,"ФАСЦИН ИВД, АНТИТЕЛА"
01.02.10.43.901.01,ЦЕФАМАНДОЛ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.597.01,"НЕТИЛМИЦИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.597.02,НЕТИЛМИЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.531.01,"МНОЖЕСТВЕННЫЕ ЛИПИДНЫЕ АНАЛИТЫ ИВД, КАЛИБРАТОР"
01.02.10.43.531.02,"МНОЖЕСТВЕННЫЕ ЛИПИДНЫЕ АНАЛИТЫ ИВД, РЕАГЕНТ"
01.02.10.43.531.03,"МНОЖЕСТВЕННЫЕ ЛИПИДНЫЕ АНАЛИТЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.830.01,"ТИРОКСИНСВЯЗЫВАЮЩИЙ ГЛОБУЛИН ИВД, РЕАГЕНТ"
01.02.10.43.516.01,"МНОЖЕСТВЕННЫЕ ВИРУСЫ ГЕМОРРАГИЧЕСКОЙ ЛИХОРАДКИ НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.893.03,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.893.04,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.893.05,"ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА БЕТА-СУБЪЕДИНИЦА (БЕТА-ХГЧ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.797.01,"СПЕКТРИН ИВД, АНТИТЕЛА"
01.02.10.43.239.01,"ВИМЕНТИН ИВД, АНТИТЕЛА"
01.02.10.43.648.01,"ОПРЕДЕЛЕНИЕ РЕЗУС ФЕНОТИПА (CCDEE) СИСТЕМЫ ГРУПП КРОВИ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.92.01,"MLH1 АНТИГЕН ИВД, АНТИТЕЛА"
01.02.10.43.253.01,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, РЕАГЕНТ"
01.02.10.43.791.01,"СКРИНИНГ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ НА СКРЫТУЮ КРОВЬ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.158.01,"АЛЬФА-2-АНТИПЛАЗМИН ИВД, НАБОР, ХРОМОГЕННЫЙ АНАЛИЗ"
01.02.10.43.158.02,"АЛЬФА-2-АНТИПЛАЗМИН ИВД, РЕАГЕНТ"
01.02.10.43.601.01,НИТРОФУРАНТОИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.64.01,"ECHINOCOCCUS GRANULOSUS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОБЛОТ"
01.02.10.43.64.02,"ECHINOCOCCUS GRANULOSUS ОБЩИЕ АНТИТЕЛА ИВД, РЕАГЕНТ"
01.02.10.43.64.03,"ECHINOCOCCUS GRANULOSUS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.64.04,"ECHINOCOCCUS GRANULOSUS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.64.05,"ECHINOCOCCUS GRANULOSUS/E. MULTILOCULARIS АНТИТЕЛА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.949.01,"ЭТОСУКСИМИД ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.852.01,"ТРОМБОЦИТЫ ПОДСЧЕТ КЛЕТОК ИВД, НАБОР"
01.02.10.43.59.01,"COX-2 ИВД, АНТИТЕЛА"
01.02.10.43.832.01,"ТКАНЕВЫЙ ИНГИБИТОР МАТРИКСНОЙ МЕТАЛЛОПРОТЕИНАЗЫ-1 (TIMP-1) ИВД, РЕАГЕНТ"
01.02.10.43.773.01,"СВОБОДНЫЙ РАДИКАЛ КИСЛОРОДА ИВД, НАБОР, АНАЛИЗ СВОБОДНЫХ РАДИКАЛОВ"
01.02.10.43.49.01,"CAMPYLOBACTER FETUS АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.49.02,"CAMPYLOBACTER JEJUNI АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.479.01,"МНОЖЕСТВЕННЫЕ АПОЛИПОПРОТЕИНЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.479.02,"МНОЖЕСТВЕННЫЕ АПОЛИПОПРОТЕИНЫ ИВД, КАЛИБРАТОР"
01.02.10.43.654.01,"ОСТЕОКАЛЬЦИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.341.01,ИММУНОГЛОБУЛИН G СУБКЛАСС (IGG СУБКЛАСС) ИВД
01.02.10.43.341.02,ИММУНОГЛОБУЛИН A СУБКЛАСС (IGA СУБКЛАСС) ИВД
01.02.10.43.341.03,ИММУНОГЛОБУЛИН M СУБКЛАСС (IGM СУБКЛАСС) ИВД
01.02.10.43.341.04,ИММУНОГЛОБУЛИН Е (IGЕ) ИВД
01.02.10.43.594.01,"НЕОПТЕРИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.623.01,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.623.02,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.623.03,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.623.04,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, РЕАГЕНТ"
01.02.10.43.623.05,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, КАЛИБРАТОР"
01.02.10.43.623.06,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.160.01,"АЛЬФА-ГИДРОКСИБУТИРАТДЕГИДРОГЕНАЗА ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.296.01,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.296.02,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, КАЛИБРАТОР"
01.02.10.43.296.03,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, РЕАГЕНТ"
01.02.10.43.296.04,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.296.05,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.296.06,"ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН (HBA1C) ИВД, НАБОР, ЖИДКОСТНАЯ ХРОМАТОГРАФИЯ"
01.02.10.43.275.01,"ВЫЯВЛЕНИЕ ГЕМОГЛОБИНА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.662.01,"ПАПАНИКОЛАУ КРАСИТЕЛЬ ИВД, НАБОР"
01.02.10.43.651.01,ОРАНЖЕВЫЙ Ж РАСТВОР ИВД
01.02.10.43.651.02,ОРАНЖЕВЫЙ Ж 6 РАСТВОР ДЛЯ ОКРАСКИ ПО ПАПАНИКОЛАУ ИВД
01.02.10.43.688.01,"ПОДГОТОВКА ЦИТОЛОГИЧЕСКИХ МИКРОПРЕПАРАТОВ ИВД, НАБОР"
01.02.10.43.812.01,"СУПЕРОКСИДДИСМУТАЗА (СОД) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.84.01,"KI67 АНТИГЕН ИВД, АНТИТЕЛА"
01.02.10.43.100.01,"NEISSERIA GONORRHOEAE ОПРЕДЕЛЕНИЕ ИЗОЛЯТА КУЛЬТУРЫ ИВД, НАБОР"
01.02.10.43.100.02,"NEISSERIA GONORRHOEAE АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ,ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.100.03,"NEISSERIA GONORRHOEAE НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.146.01,"АКТИВАЦИЯ T-ЛИМФОЦИТОВ/СТИМУЛЯЦИЯ СЕКРЕЦИИ ИНТЕРФЕРОНА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.738.01,"РАСЩЕПЛЕНИЕ / ДЕКОНТАМИНАЦИЯ ОБРАЗЦА МИКОБАКТЕРИЙ ИВД, РЕАГЕНТ"
01.02.10.43.719.01,"ПРОТРОМБИНОВОЕ ВРЕМЯ (ПВ) ИВД, КАЛИБРАТОР"
01.02.10.43.719.02,"ПРОТРОМБИНОВОЕ ВРЕМЯ (ПВ) ИВД, РЕАГЕНТ"
01.02.10.43.719.03,"ПРОТРОМБИНОВОЕ ВРЕМЯ (ПВ) ИВД, НАБОР, АНАЛИЗ ОБРАЗОВАНИЯ СГУСТКА"
01.02.10.43.719.04,"ПРОТРОМБИНОВОЕ ВРЕМЯ (ПВ) ИВД, НАБОР, АНАЛИЗ ОБРАЗОВАНИЯ СГУСТКА, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.253.02,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.253.03,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.253.04,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.253.05,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КАЛИБРАТОР"
01.02.10.43.405.02,"КРЕАТИНИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.405.03,"КРЕАТИНИН ИВД, РЕАГЕНТ"
01.02.10.43.66.01,"ESCHERICHIA COLI АНТИГЕН ВЕРОТОКСИНА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.260.01,"ВИРУС СИНДБИС НУКЛЕИНОВАЯ КИСЛОТА ИВД, РЕАГЕНТ"
01.02.10.43.888.01,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.888.02,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.888.03,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КАЛИБРАТОР"
01.02.10.43.888.04,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.703.01,"ПРИМИДОН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.703.02,"ПРИМИДОН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.697.01,"ОБЩАЯ КИСЛАЯ ФОСФАТАЗА (КФ) ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.697.02,"ОБЩАЯ КИСЛАЯ ФОСФАТАЗА (КФ) ИВД, РЕАГЕНТ"
01.02.10.43.697.03,"ОБЩАЯ КИСЛАЯ ФОСФАТАЗА (КФ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.66.02,"ESCHERICHIA COLI АНТИГЕН ВЕРОТОКСИНА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.823.01,"ТИРЕОГЛОБУЛИН АНТИТЕЛА ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.823.02,"ТИРЕОГЛОБУЛИН АНТИТЕЛА ИВД, РЕАГЕНТ"
01.02.10.43.823.03,"ТИРЕОГЛОБУЛИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.823.04,"ТИРЕОГЛОБУЛИН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.823.05,"ТИРЕОГЛОБУЛИН ИВД, НАБОР, ФЕРМЕНТНЫЙ ИММУНОГИСТОХИМИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.823.06,"ТИРЕОГЛОБУЛИН/ТИРЕОПЕРОКСИДАЗА АНТИТЕЛА (АНТИ-ТПО/МИКРОСОМАЛЬНЫЕ АНТИТЕЛА) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.719.05,"ПРОТРОМБИНОВОЕ ВРЕМЯ (ПВ) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.200.01,"АУРАМИН-РОДАМИН/АУРАМИН O/ТРУАНТ КРАСИТЕЛЬ ИВД, НАБОР"
01.02.10.43.200.02,АУРАМИН-РОДАМИНОВЫЙ РАСТВОР ИВД
